CodMun;Reeleito;sexo;idade;instrução;partido
1720903;Não;Masculino;51;Ensino superior completo ;PV
1720937;Não;Masculino;47;Ensino médio (2º Grau) completo;PMDB
1720978;Não;Masculino;31;Pós-graduação;PSB
1721000;Sim;Masculino;56;Ensino superior completo ;PSB
1721109;Não;Masculino;57;Ensino superior completo ;PSL
1721208;Não;Masculino;34;Ensino superior completo ;PSD
1721257;Não;Masculino;60;Ensino superior completo ;PP
1721307;Não;Masculino;44;Ensino superior completo ;PSD
1722081;Sim;Masculino;42;Ensino médio (2º Grau) completo;PMDB
1722107;Não;Feminino;43;Ensino superior completo ;PMDB
2100055;Sim;Masculino;59;Ensino superior completo ;PC do B
2100105;Não;Masculino;38;Ensino superior completo ;PTB
2100154;Não;Feminino;27;Ensino superior incompleto ;PMDB
2100204;Não;Masculino;33;Ensino superior incompleto ;PC do B
2100303;Não;Masculino;60;Ensino fundamental (1º Grau) completo;PP
2100402;Sim;Masculino;32;Ensino superior completo ;PDT
2100436;Sim;Masculino;50;Ensino superior incompleto ;PDT
2100477;Não;Masculino;60;Ensino superior completo ;PMDB
2100501;Não;Masculino;54;Ensino superior completo ;PSDB
2100550;Não;Feminino;37;Ensino superior completo ;PSDB
2100600;Não;Feminino;45;Ensino superior completo ;PDT
2100709;Sim;Masculino;41;Ensino superior incompleto ;PC do B
2100808;Não;Feminino;42;Ensino superior completo ;PSDB
2100832;Sim;Masculino;48;Ensino superior completo ;PV
2100873;Sim;Masculino;61;Ensino médio (2º Grau) completo;PR
2100907;Não;Masculino;71;Ensino superior completo ;PSDC
2100956;Não;Feminino;30;Ensino superior completo ;PDT
2101004;Não;Masculino;59;Ensino médio (2º Grau) completo;PDT
2101103;Não;Feminino;59;Pós-graduação;PDT
2101202;Não;Masculino;83;Ensino médio (2º Grau) completo;PP
2101251;Não;Feminino;35;Ensino superior completo ;PMN
2101301;Não;Masculino;47;Ensino superior completo ;PDT
2101350;Sim;Masculino;70;Ensino superior completo ;PDT
2101400;Não;Masculino;44;Pós-graduação;PDT
2101509;Sim;Masculino;32;Ensino superior completo ;PC do B
2101608;Sim;Masculino;32;Ensino superior completo ;PC do B
2101707;Não;Masculino;67;Ensino superior incompleto ;PMDB
2101731;Não;Masculino;46;Ensino superior completo ;PTN
2101772;Sim;Masculino;41;Ensino médio (2º Grau) completo;PC do B
2101806;Não;Masculino;30;Ensino superior completo ;PMDB
2101905;Sim;Masculino;56;Ensino superior completo ;PMDB
2101939;Sim;Feminino;43;Pós-graduação;PDT
2101970;Não;Masculino;43;Ensino médio (2º Grau) completo;PSDB
2102002;Não;Masculino;51;Ensino superior completo ;PSDB
2102036;Não;Masculino;40;Ensino médio (2º Grau) completo;PC do B
2102077;Não;Feminino;40;Ensino médio (2º Grau) completo;PV
2102101;Não;Masculino;58;Ensino superior completo ;PMDB
2102150;Não;Masculino;55;Ensino superior incompleto ;PSDB
2102200;Não;Masculino;51;Ensino médio (2º Grau) incompleto;PC do B
2102309;Sim;Masculino;43;Pós-graduação;PTB
2102325;Sim;Masculino;49;Ensino médio (2º Grau) completo;PRB
2102358;Sim;Masculino;48;Ensino médio (2º Grau) completo;PSDB
2102374;Não;Masculino;71;Ensino médio (2º Grau) completo;PMDB
2102408;Não;Masculino;52;Ensino superior completo ;PP
2102507;Não;Feminino;36;Ensino superior completo ;PSDB
2102556;Sim;Masculino;30;Ensino superior completo ;PT
2102606;Sim;Masculino;57;Ensino fundamental (1º Grau) completo;PP
2102705;Não;Masculino;41;Ensino médio (2º Grau) completo;PSD
2102754;Não;Masculino;31;Ensino médio (2º Grau) completo;PC do B
2102804;Não;Masculino;40;Ensino superior completo ;SD
2102903;Não;Masculino;48;Ensino médio (2º Grau) completo;PR
2103000;Não;Masculino;47;Ensino superior completo ;PRB
2103109;Não;Masculino;73;Ensino superior completo ;DEM
2103125;Não;Masculino;50;Ensino médio (2º Grau) completo;PSDB
2103158;Não;Masculino;63;Ensino médio (2º Grau) incompleto;PR
2103174;Não;Feminino;49;Pós-graduação;PC do B
2103208;Não;Masculino;59;Ensino superior completo ;PV
2103257;Não;Masculino;27;Ensino superior incompleto ;PMDB
2103307;Não;Masculino;33;Ensino superior completo ;PDT
2103406;Não;Masculino;47;Pós-graduação;PT
2103505;Não;Feminino;52;Ensino superior completo ;PDT
2103554;Não;Masculino;58;Ensino médio (2º Grau) completo;PDT
2103604;Não;Masculino;22;Ensino superior incompleto ;PT
2103703;Não;Feminino;61;Ensino superior completo ;PC do B
2103752;Sim;Masculino;55;Ensino fundamental (1º Grau) incompleto;PRB
2103802;Não;Feminino;39;Ensino superior incompleto ;PSDC
2103901;Não;Masculino;62;Ensino superior incompleto ;PC do B
2104008;Não;Masculino;53;Ensino médio (2º Grau) completo;PC do B
2104057;Sim;Masculino;44;Ensino superior completo ;PMDB
2104073;Não;Masculino;33;Ensino superior completo ;PC do B
2104081;Sim;Masculino;45;Ensino médio (2º Grau) completo;PDT
2104099;Não;Masculino;38;Pós-graduação;PDT
2104107;Não;Masculino;46;Pós-graduação;PDT
2104206;Sim;Masculino;52;Ensino superior completo ;PDT
2104305;Não;Masculino;64;Ensino médio (2º Grau) completo;PSDB
2104404;Não;Masculino;44;Ensino médio (2º Grau) completo;PSDB
2104503;Não;Feminino;51;Ensino superior completo ;PSB
2104552;Não;Masculino;53;Ensino superior completo ;PC do B
2104602;Sim;Feminino;68;Pós-graduação;PSDB
2104628;Não;Masculino;60;Ensino superior completo ;PP
2104651;Não;Masculino;36;Ensino médio (2º Grau) incompleto;PC do B
2104677;Não;Masculino;52;Ensino fundamental (1º Grau) incompleto;PT
2104701;Sim;Masculino;48;Ensino médio (2º Grau) completo;PDT
2104800;Não;Masculino;74;Pós-graduação;PMDB
2104909;Não;Feminino;56;Pós-graduação;PV
2105005;Não;Masculino;59;Ensino superior completo ;PSB
2105104;Sim;Masculino;40;Ensino superior completo ;PMN
2105153;Não;Masculino;43;Ensino médio (2º Grau) completo;PC do B
2105203;Não;Masculino;Não informou;Ensino médio (2º Grau) completo;PDT
2105302;Não;Masculino;40;Ensino superior completo ;PMDB
2105351;Sim;Masculino;47;Ensino superior completo ;PSDB
2105401;Não;Masculino;64;Pós-graduação;PRB
2105427;Não;Masculino;38;Ensino superior completo ;PSDB
2105450;Sim;Feminino;51;Ensino superior completo ;PMDB
2105476;Não;Masculino;44;Ensino médio (2º Grau) completo;PTB
2105500;Sim;Masculino;51;Pós-graduação;PSDB
2105609;Sim;Masculino;49;Ensino médio (2º Grau) completo;PDT
2105658;Não;Masculino;47;Ensino fundamental (1º Grau) completo;PC do B
2105708;Não;Masculino;45;Ensino superior completo ;PSDB
2105807;Sim;Masculino;65;Ensino superior completo ;PT
2105906;Não;Masculino;53;Ensino superior completo ;PPS
2105922;Não;Masculino;43;Ensino superior completo ;PSDB
2105948;Não;Masculino;49;Ensino superior completo ;PP
2105963;Não;Masculino;50;Pós-graduação;PC do B
2105989;Não;Masculino;58;Ensino médio (2º Grau) completo;PRB
2106003;Sim;Masculino;54;Ensino fundamental (1º Grau) completo;PR
2106102;Não;Masculino;47;Ensino médio (2º Grau) completo;PDT
2106201;Não;Masculino;40;Pós-graduação;PSDB
2106300;Sim;Masculino;53;Ensino superior completo ;PMDB
2106326;Sim;Masculino;46;Ensino médio (2º Grau) completo;PRB
2106359;Não;Masculino;41;Ensino médio (2º Grau) completo;PROS
2106375;Sim;Masculino;49;Ensino fundamental (1º Grau) incompleto;PR
2106409;Não;Masculino;51;Ensino fundamental (1º Grau) incompleto;PSDC
2106508;Não;Feminino;39;Pós-graduação;PC do B
2106607;Não;Masculino;64;Ensino médio (2º Grau) completo;PSB
2106631;Não;Masculino;50;Ensino superior completo ;PSB
2106672;Não;Masculino;22;Ensino médio (2º Grau) completo;PRB
2106706;Não;Masculino;45;Ensino superior completo ;PC do B
2106755;Não;Masculino;29;Ensino superior completo ;PSDB
2106805;Não;Masculino;45;Ensino superior completo ;PSB
2106904;Não;Feminino;41;Ensino médio (2º Grau) completo;PSDB
2107001;Não;Masculino;53;Ensino superior completo ;PDT
2107100;Não;Masculino;42;Ensino superior completo ;PMDB
2107209;Não;Masculino;38;Ensino superior completo ;PDT
2107258;Não;Masculino;81;Ensino fundamental (1º Grau) incompleto;PRB
2107308;Não;Feminino;34;Ensino superior completo ;PSL
2107357;Não;Feminino;64;Ensino médio (2º Grau) completo;PV
2107407;Sim;Masculino;35;Ensino superior completo ;PDT
2107456;Sim;Masculino;45;Ensino superior completo ;PC do B
2107506;Não;Masculino;61;Ensino superior completo ;PC do B
2107605;Não;Masculino;56;Ensino médio (2º Grau) completo;PP
2107704;Não;Masculino;53;Ensino médio (2º Grau) completo;PT
2107803;Não;Masculino;67;Ensino médio (2º Grau) completo;PROS
2107902;Não;Masculino;37;Ensino superior completo ;PTB
2108009;Sim;Feminino;48;Ensino superior completo ;SD
2108058;Não;Masculino;51;Ensino superior completo ;PP
2108108;Não;Masculino;48;Ensino superior incompleto ;PC do B
2108207;Não;Masculino;43;Ensino médio (2º Grau) completo;PTB
2108256;Não;Masculino;56;Ensino médio (2º Grau) completo;PR
2108306;Não;Masculino;32;Ensino superior completo ;PP
2108405;Não;Masculino;63;Pós-graduação;PMDB
2108454;Sim;Masculino;59;Ensino superior completo ;PTN
2108504;Não;Masculino;65;Ensino superior completo ;PC do B
2108603;Não;Masculino;35;Ensino superior completo ;PP
2108702;Não;Masculino;47;Ensino superior completo ;PC do B
2108801;Sim;Masculino;62;Ensino superior completo ;PRB
2108900;Sim;Masculino;47;Ensino médio (2º Grau) completo;PC do B
2109007;Não;Masculino;41;Pós-graduação;PSD
2109056;Não;Feminino;27;Pós-graduação;PC do B
2109106;Sim;Masculino;60;Ensino superior completo ;PP
2109205;Não;Masculino;41;Ensino superior completo ;PP
2109239;Não;Feminino;44;Ensino superior incompleto ;PSD
2109270;Não;Feminino;40;Ensino superior completo ;PC do B
2109304;Sim;Masculino;41;Ensino superior incompleto ;PEN
2109403;Não;Masculino;54;Ensino superior completo ;PRB
2109452;Não;Feminino;28;Ensino superior incompleto ;PC do B
2109502;Não;Masculino;42;Ensino médio (2º Grau) completo;PRB
2109551;Sim;Masculino;47;Ensino médio (2º Grau) incompleto;PC do B
2109601;Sim;Feminino;56;Ensino superior completo ;PMDB
2109700;Sim;Masculino;62;Ensino superior completo ;PSD
2109759;Não;Masculino;46;Ensino médio (2º Grau) completo;PDT
2109809;Não;Masculino;53;Ensino superior completo ;PTB
2109908;Não;Feminino;59;Ensino superior completo ;PSDB
2110005;Não;Feminino;37;Ensino superior completo ;PP
2110039;Não;Masculino;46;Ensino médio (2º Grau) completo;PSB
2110104;Não;Masculino;42;Ensino fundamental (1º Grau) completo;PDT
2110203;Não;Masculino;51;Pós-graduação;PC do B
2110237;Não;Masculino;52;Ensino médio (2º Grau) completo;PC do B
2110278;Sim;Feminino;42;Ensino superior completo ;PP
2110302;Não;Masculino;32;Ensino médio (2º Grau) completo;PSDB
2110401;Sim;Masculino;33;Ensino superior completo ;PC do B
2110500;Não;Masculino;50;Ensino médio (2º Grau) completo;PC do B
2110609;Não;Masculino;29;Pós-graduação;PMDB
2110658;Sim;Masculino;51;Ensino superior completo ;PMDB
2110708;Não;Masculino;68;Ensino fundamental (1º Grau) incompleto;PMDB
2110807;Não;Masculino;37;Ensino superior incompleto ;PC do B
2110856;Não;Masculino;53;Ensino médio (2º Grau) completo;PC do B
2110906;Não;Masculino;30;Ensino superior completo ;PC do B
2111003;Não;Masculino;80;Ensino superior completo ;PSDB
2111029;Não;Masculino;61;Ensino fundamental (1º Grau) completo;PTC
2111052;Não;Masculino;52;Ensino médio (2º Grau) completo;PC do B
2111078;Não;Feminino;37;Ensino superior incompleto ;PSD
2111102;Não;Feminino;50;Ensino superior completo ;PDT
2111201;Não;Masculino;Não informou;Ensino superior completo ;PSDB
2111250;Não;Masculino;44;Pós-graduação;PDT
2111300;Sim;Masculino;39;Ensino superior completo ;PDT
2111409;Não;Masculino;48;Pós-graduação;PDT
2111508;Sim;Masculino;52;Ensino superior completo ;PSB
2111532;Não;Masculino;47;Ensino fundamental (1º Grau) completo;PSB
2111573;Não;Masculino;39;Ensino superior completo ;PSDB
2111607;Não;Masculino;40;Ensino superior completo ;PC do B
2111631;Não;Masculino;41;Ensino superior incompleto ;PDT
2111672;Não;Masculino;47;Ensino médio (2º Grau) completo;PC do B
2111706;Não;Feminino;52;Ensino médio (2º Grau) completo;PP
2111722;Sim;Feminino;45;Ensino médio (2º Grau) completo;PV
2111748;Não;Masculino;39;Ensino superior completo ;PC do B
2111763;Não;Masculino;43;Ensino médio (2º Grau) completo;PP
2111789;Não;Masculino;38;Ensino superior completo ;PSB
2111805;Sim;Masculino;53;Ensino médio (2º Grau) completo;PRB
2111904;Não;Feminino;48;Ensino superior completo ;PSB
2111953;Sim;Feminino;37;Ensino superior completo ;PRB
2112001;Não;Masculino;42;Ensino superior completo ;PRB
2112100;Não;Masculino;55;Ensino superior completo ;PSDB
2112209;Sim;Masculino;37;Ensino superior incompleto ;PSB
2112233;Sim;Masculino;42;Ensino superior incompleto ;PMDB
2112274;Sim;Masculino;47;Ensino médio (2º Grau) completo;PSDB
2112308;Sim;Masculino;62;Ensino superior completo ;PSB
2112407;Sim;Masculino;60;Ensino médio (2º Grau) completo;PV
2112456;Sim;Masculino;48;Ensino médio (2º Grau) completo;PC do B
2112506;Não;Masculino;42;Ensino médio (2º Grau) completo;PSDB
2112605;Sim;Feminino;48;Ensino superior completo ;PT
2112704;Não;Masculino;53;Ensino fundamental (1º Grau) completo;PC do B
2112803;Não;Masculino;44;Ensino médio (2º Grau) completo;PSDB
2112852;Sim;Feminino;37;Ensino superior completo ;PSDB
2112902;Não;Feminino;59;Ensino superior completo ;PMDB
2113009;Não;Feminino;25;Ensino superior completo ;DEM
2114007;Não;Feminino;47;Ensino médio (2º Grau) completo;PR
2200053;Sim;Masculino;40;Ensino fundamental (1º Grau) completo;PSD
2200103;Sim;Masculino;46;Ensino superior completo ;PP
2200202;Sim;Masculino;56;Pós-graduação;PSD
2200251;Não;Masculino;48;Ensino superior completo ;PT
2200277;Sim;Masculino;40;Ensino médio (2º Grau) incompleto;PT
2200301;Não;Masculino;51;Ensino médio (2º Grau) incompleto;PSD
2200400;Sim;Feminino;44;Ensino superior completo ;PT
2200459;Sim;Masculino;58;Ensino médio (2º Grau) completo;PMDB
2200509;Não;Masculino;32;Ensino superior completo ;PP
2200608;Sim;Feminino;72;Ensino superior completo ;PR
2200707;Não;Masculino;50;Ensino médio (2º Grau) completo;PDT
2200806;Sim;Masculino;63;Ensino superior completo ;PSB
2200905;Sim;Masculino;50;Ensino superior completo ;PTB
2200954;Sim;Masculino;35;Ensino superior completo ;PTB
2201002;Não;Masculino;65;Ensino médio (2º Grau) completo;PDT
2201051;Não;Masculino;62;Ensino fundamental (1º Grau) incompleto;PSD
2201101;Sim;Masculino;64;Ensino superior completo ;PP
2201150;Sim;Masculino;58;Ensino médio (2º Grau) completo;PSB
2201176;Não;Masculino;41;Ensino fundamental (1º Grau) incompleto;PP
2201200;Não;Masculino;61;Ensino superior completo ;PTB
2201309;Não;Masculino;28;Ensino fundamental (1º Grau) completo;PSB
2201408;Não;Masculino;63;Pós-graduação;PSB
2201507;Não;Masculino;55;Ensino superior completo ;PP
2201556;Não;Masculino;62;Ensino fundamental (1º Grau) incompleto;PTB
2201572;Não;Masculino;45;Ensino superior completo ;PMDB
2201606;Não;Masculino;29;Pós-graduação;PSDB
2201705;Sim;Masculino;31;Ensino superior completo ;PT
2201739;Não;Masculino;23;Ensino superior completo ;PP
2201770;Não;Masculino;45;Ensino fundamental (1º Grau) completo;PSD
2201804;Não;Masculino;31;Ensino superior completo ;PSB
2201903;Sim;Masculino;56;Ensino superior completo ;PSDB
2201919;Sim;Masculino;39;Ensino superior completo ;PSDC
2201929;Não;Masculino;38;Ensino superior completo ;PSD
2201945;Sim;Masculino;47;Ensino fundamental (1º Grau) incompleto;PT
2201960;Sim;Feminino;43;Ensino superior incompleto ;PSD
2201988;Não;Masculino;54;Ensino fundamental (1º Grau) completo;PTC
2202000;Não;Masculino;33;Pós-graduação;PTB
2202026;Sim;Masculino;62;Ensino médio (2º Grau) completo;PSD
2202059;Sim;Masculino;53;Pós-graduação;PP
2202075;Sim;Masculino;49;Ensino superior completo ;PT
2202083;Não;Masculino;63;Ensino superior completo ;PRB
2202091;Sim;Masculino;39;Ensino superior completo ;PSB
2202109;Não;Masculino;39;Ensino médio (2º Grau) completo;PRTB
2202117;Não;Masculino;59;Ensino fundamental (1º Grau) incompleto;PTB
2202133;Não;Masculino;46;Ensino médio (2º Grau) incompleto;PMDB
2202174;Sim;Masculino;40;Ensino médio (2º Grau) completo;PMDB
2202208;Não;Masculino;45;Pós-graduação;PT
2202251;Não;Masculino;65;Ensino médio (2º Grau) completo;PT
2202307;Sim;Masculino;44;Ensino superior completo ;PP
2202406;Não;Masculino;55;Ensino médio (2º Grau) completo;PSB
2202455;Não;Feminino;32;Pós-graduação;PROS
2202505;Não;Masculino;51;Ensino superior completo ;PSB
2202539;Não;Masculino;40;Ensino médio (2º Grau) completo;PT
2202554;Não;Masculino;35;Ensino superior completo ;PSD
2202604;Não;Masculino;36;Ensino superior completo ;PT
2202653;Não;Masculino;48;Ensino médio (2º Grau) completo;PMDB
2202703;Sim;Masculino;39;Ensino superior completo ;PSDB
2202711;Sim;Feminino;43;Ensino superior completo ;PP
2202729;Não;Masculino;48;Ensino superior incompleto ;PT
2202737;Não;Masculino;48;Pós-graduação;PT
2202752;Não;Feminino;41;Ensino superior completo ;PT
2202778;Não;Feminino;61;Ensino superior completo ;PP
2202802;Não;Masculino;58;Ensino fundamental (1º Grau) completo;PP
2202851;Sim;Masculino;52;Ensino fundamental (1º Grau) completo;PSB
2202901;Não;Masculino;53;Ensino médio (2º Grau) completo;PP
2203008;Não;Masculino;42;Ensino superior completo ;PP
2203107;Não;Masculino;30;Ensino superior completo ;PSB
2203206;Não;Masculino;45;Ensino superior completo ;PSDB
2203230;Sim;Masculino;49;Ensino superior completo ;PSB
2203255;Não;Masculino;43;Ensino médio (2º Grau) completo;PSB
2203271;Não;Masculino;29;Ensino médio (2º Grau) completo;PMDB
2203305;Sim;Masculino;46;Ensino superior completo ;PMDB
2203354;Sim;Masculino;43;Ensino fundamental (1º Grau) completo;PSB
2203404;Não;Masculino;53;Pós-graduação;PDT
2203420;Sim;Masculino;35;Ensino superior incompleto ;PTB
2203453;Não;Feminino;65;Ensino superior completo ;PP
2203503;Sim;Masculino;54;Ensino superior completo ;PTB
2203602;Sim;Masculino;44;Ensino superior completo ;PSD
2203701;Sim;Feminino;45;Ensino superior completo ;PT
2203750;Não;Masculino;36;Ensino superior completo ;PSD
